"snapshot_id","contract_number","decision","expiration_extended_test","status_test","expiration_passed_test","tracs_overall_expiration_date","previous_expiration_date","time_diff","contract_term_months_qty","tracs_status_name","previous_status"
"c2007-09","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-12","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2008-03","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2009-02","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2011-09","PA28M000107","in","extended","no change","no change","2014-08-31 00:00:00","2009-08-31 00:00:00","1826 days",60,"Active              ","Active"
"c2013-09","PA28M000107","no change","no change","no change","no change","2014-08-31 00:00:00","2014-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-10","PA28M000107","no change","no change","no change","flag","2014-08-31 00:00:00","2014-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-11","PA28M000107","in","extended","no change","flag","2015-08-31 00:00:00","2014-08-31 00:00:00","365 days",12,"Active              ","Active"
"c2015-03","PA28M000107","no change","no change","no change","no change","2015-08-31 00:00:00","2015-08-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-04","PA28M000107","no change","no change","no change","no change","2015-08-31 00:00:00","2015-08-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-05","PA28M000107","no change","no change","no change","no change","2015-08-31 00:00:00","2015-08-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-08","PA28M000107","no change","no change","no change","no change","2015-08-31 00:00:00","2015-08-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-10","PA28M000107","in","extended","no change","no change","2015-12-31 00:00:00","2015-08-31 00:00:00","122 days",4,"Active              ","Active"
"c2015-11","PA28M000107","no change","no change","no change","no change","2015-12-31 00:00:00","2015-12-31 00:00:00","00:00:00",4,"Active              ","Active"
"c2015-12","PA28M000107","no change","no change","no change","no change","2015-12-31 00:00:00","2015-12-31 00:00:00","00:00:00",4,"Active              ","Active"
"c2016-01","PA28M000107","out","no change","out","flag","2015-12-31 00:00:00","2015-12-31 00:00:00","00:00:00",4,"Expired             ","Active"
"c2016-04","PA28M000107","suspicious","extended","restored","no change","2016-03-31 00:00:00","2015-12-31 00:00:00","91 days",7,"Active              ","Expired"
"c2016-05","PA28M000107","in","extended","no change","flag","2017-03-31 00:00:00","2016-03-31 00:00:00","365 days",19,"Active              ","Active"
"c2016-05","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-05","PA28M000107","in","extended","no change","flag","2017-03-31 00:00:00","2016-03-31 00:00:00","365 days",19,"Active              ","Active"
"c2016-05","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-08","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2016-09","PA28M000107","no change","no change","no change","no change","2017-03-31 00:00:00","2017-03-31 00:00:00","00:00:00",19,"Active              ","Active"
"c2006-02","PA28Q021001","first","first","first","ok","2010-07-31 00:00:00","","",60,"Active              ",""
"c2006-04","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-09","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-12","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2008-03","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2009-02","PA28Q021001","no change","no change","no change","no change","2010-07-31 00:00:00","2010-07-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2011-09","PA28Q021001","in","extended","no change","flag","2011-07-31 00:00:00","2010-07-31 00:00:00","365 days",12,"Active              ","Active"
"c2013-09","PA28Q021001","in","extended","no change","flag","2014-07-31 00:00:00","2011-07-31 00:00:00","1096 days",12,"Active              ","Active"
"c2014-10","PA28Q021001","in","extended","no change","no change","2015-07-31 00:00:00","2014-07-31 00:00:00","365 days",12,"Active              ","Active"
"c2014-11","PA28Q021001","no change","no change","no change","no change","2015-07-31 00:00:00","2015-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-03","PA28Q021001","no change","no change","no change","no change","2015-07-31 00:00:00","2015-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-04","PA28Q021001","no change","no change","no change","no change","2015-07-31 00:00:00","2015-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-05","PA28Q021001","no change","no change","no change","no change","2015-07-31 00:00:00","2015-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-08","PA28Q021001","in","extended","no change","no change","2016-07-31 00:00:00","2015-07-31 00:00:00","366 days",12,"Active              ","Active"
"c2015-10","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-11","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-12","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-01","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-04","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","flag","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","flag","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","flag","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","PA28Q021001","no change","no change","no change","no change","2016-07-31 00:00:00","2016-07-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-09","PA28Q021001","in","extended","no change","flag","2017-07-31 00:00:00","2016-07-31 00:00:00","365 days",12,"Active              ","Active"
"c2003-06","PA28T851007","first","first","first","ok","2007-05-13 00:00:00","","",240,"Active              ",""
"c2005-01","PA28T851007","no change","no change","no change","no change","2007-05-13 00:00:00","2007-05-13 00:00:00","00:00:00",240,"Active              ","Active"
"c2005-05","PA28T851007","no change","no change","no change","no change","2007-05-13 00:00:00","2007-05-13 00:00:00","00:00:00",240,"Active              ","Active"
"c2005-07","PA28T851007","no change","no change","no change","no change","2007-05-13 00:00:00","2007-05-13 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-02","PA28T851007","no change","no change","no change","no change","2007-05-13 00:00:00","2007-05-13 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-04","PA28T851007","no change","no change","no change","no change","2007-05-13 00:00:00","2007-05-13 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-05","PA28T851007","no change","no change","no change","no change","2007-05-13 00:00:00","2007-05-13 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-07","PA28T851007","no change","no change","no change","no change","2007-05-13 00:00:00","2007-05-13 00:00:00","00:00:00",240,"Active              ","Active"
