"snapshot_id","contract_number","decision","expiration_extended_test","status_test","expiration_passed_test","tracs_overall_expiration_date","previous_expiration_date","time_diff","contract_term_months_qty","tracs_status_name","previous_status"
"c2006-04","MD39S991001","no change","no change","no change","no change","2007-10-31 00:00:00","2007-10-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","MD39S991001","no change","no change","no change","no change","2007-10-31 00:00:00","2007-10-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","MD39S991001","no change","no change","no change","no change","2007-10-31 00:00:00","2007-10-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","MD39S991001","no change","no change","no change","no change","2007-10-31 00:00:00","2007-10-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","MD39S991001","no change","no change","no change","no change","2007-10-31 00:00:00","2007-10-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","MD39S991001","no change","no change","no change","no change","2007-10-31 00:00:00","2007-10-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","MD39S991001","no change","no change","no change","no change","2007-10-31 00:00:00","2007-10-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-09","MD39S991001","in","extended","no change","no change","2008-10-31 00:00:00","2007-10-31 00:00:00","366 days",12,"Active              ","Active"
"c2007-12","MD39S991001","no change","no change","no change","no change","2008-10-31 00:00:00","2008-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2008-03","MD39S991001","no change","no change","no change","no change","2008-10-31 00:00:00","2008-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2009-02","MD39S991001","in","extended","no change","no change","2009-10-31 00:00:00","2008-10-31 00:00:00","365 days",12,"Active              ","Active"
"c2011-09","MD39S991001","in","extended","no change","no change","2011-10-31 00:00:00","2009-10-31 00:00:00","730 days",12,"Active              ","Active"
"c2013-09","MD39S991001","in","extended","no change","no change","2014-10-31 00:00:00","2011-10-31 00:00:00","1096 days",12,"Active              ","Active"
"c2014-10","MD39S991001","no change","no change","no change","no change","2014-10-31 00:00:00","2014-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2014-11","MD39S991001","in","extended","no change","no change","2015-10-31 00:00:00","2014-10-31 00:00:00","365 days",12,"Active              ","Active"
"c2015-03","MD39S991001","no change","no change","no change","no change","2015-10-31 00:00:00","2015-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-04","MD39S991001","no change","no change","no change","no change","2015-10-31 00:00:00","2015-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-05","MD39S991001","no change","no change","no change","no change","2015-10-31 00:00:00","2015-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-08","MD39S991001","no change","no change","no change","no change","2015-10-31 00:00:00","2015-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-10","MD39S991001","no change","no change","no change","no change","2015-10-31 00:00:00","2015-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-11","MD39S991001","out","no change","out","flag","2015-10-31 00:00:00","2015-10-31 00:00:00","00:00:00",12,"Expired             ","Active"
"c2015-12","MD39S991001","no change","no change","no change","no change","2015-10-31 00:00:00","2015-10-31 00:00:00","00:00:00",12,"Expired             ","Expired"
"c2016-01","MD39S991001","no change","no change","no change","no change","2015-10-31 00:00:00","2015-10-31 00:00:00","00:00:00",12,"Expired             ","Expired"
"c2016-04","MD39S991001","suspicious","extended","restored","flag","2016-10-31 00:00:00","2015-10-31 00:00:00","366 days",12,"Active              ","Expired"
"c2016-05","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-09","MD39S991001","no change","no change","no change","no change","2016-10-31 00:00:00","2016-10-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2003-06","ME36H017408","first","first","first","ok","2012-09-30 00:00:00","","",360,"Active              ",""
"c2005-01","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2005-05","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2005-07","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-02","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-04","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-05","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-07","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-09","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-01","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-02","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-07","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-09","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-12","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2008-03","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2009-02","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2011-09","ME36H017408","no change","no change","no change","no change","2012-09-30 00:00:00","2012-09-30 00:00:00","00:00:00",360,"Active              ","Active"
"c2013-09","ME36H017408","in","extended","no change","no change","2032-09-30 00:00:00","2012-09-30 00:00:00","7305 days",240,"Active              ","Active"
"c2014-10","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2014-11","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-03","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-04","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-05","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-10","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-11","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-12","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-01","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-04","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","ME36H017408","no change","no change","no change","no change","2032-09-30 00:00:00","2032-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2003-06","ME36T801002","first","first","first","ok","2003-12-29 00:00:00","","",240,"Active              ",""
"c2005-01","ME36T801002","in","extended","no change","no change","2008-12-29 00:00:00","2003-12-29 00:00:00","1827 days",60,"Active              ","Active"
"c2005-05","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2005-07","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-02","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-04","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-09","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-12","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2008-03","ME36T801002","no change","no change","no change","no change","2008-12-29 00:00:00","2008-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2009-02","ME36T801002","in","extended","no change","no change","2013-12-29 00:00:00","2008-12-29 00:00:00","1826 days",60,"Active              ","Active"
"c2011-09","ME36T801002","no change","no change","no change","no change","2013-12-29 00:00:00","2013-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2013-09","ME36T801002","no change","no change","no change","no change","2013-12-29 00:00:00","2013-12-29 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-10","ME36T801002","out","no change","out","flag","2013-12-29 00:00:00","2013-12-29 00:00:00","00:00:00",60,"Expired             ","Active"
"c2005-01","MI28E000056","first","first","first","ok","2023-09-30 00:00:00","","",240,"Active              ",""
"c2005-05","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2005-07","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-02","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-04","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-05","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-07","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-09","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-01","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-02","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-07","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-09","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-12","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2008-03","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2009-02","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2011-09","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2013-09","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2014-10","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2014-11","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2015-03","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2015-04","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2015-05","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2015-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2015-10","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2015-11","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2015-12","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-01","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-04","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-05","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-05","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-05","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-05","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-08","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2016-09","MI28E000056","no change","no change","no change","no change","2023-09-30 00:00:00","2023-09-30 00:00:00","00:00:00",168,"Active              ","Active"
"c2003-06","MI28H150008","first","first","first","ok","2018-03-15 00:00:00","","",480,"Active              ",""
"c2005-01","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2005-05","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2005-07","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-02","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-04","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-05","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-07","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-09","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-01","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-02","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-07","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-09","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-12","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2008-03","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2009-02","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2011-09","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2013-09","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2014-10","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2014-11","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-03","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-04","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-05","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-10","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-11","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-12","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-01","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-04","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-05","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-05","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-05","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-05","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-09","MI28H150008","no change","no change","no change","no change","2018-03-15 00:00:00","2018-03-15 00:00:00","00:00:00",480,"Active              ","Active"
"c2003-06","MI28R000010","first","first","first","ok","2004-08-21 00:00:00","","",48,"Active              ",""
"c2005-01","MI28R000010","in","extended","no change","no change","2006-08-21 00:00:00","2004-08-21 00:00:00","730 days",24,"Active              ","Active"
"c2005-05","MI28R000010","no change","no change","no change","no change","2006-08-21 00:00:00","2006-08-21 00:00:00","00:00:00",24,"Active              ","Active"
"c2005-07","MI28R000010","no change","no change","no change","no change","2006-08-21 00:00:00","2006-08-21 00:00:00","00:00:00",24,"Active              ","Active"
"c2006-02","MI28R000010","no change","no change","no change","no change","2006-08-21 00:00:00","2006-08-21 00:00:00","00:00:00",24,"Active              ","Active"
"c2006-04","MI28R000010","no change","no change","no change","no change","2006-08-21 00:00:00","2006-08-21 00:00:00","00:00:00",24,"Active              ","Active"
"c2006-05","MI28R000010","no change","no change","no change","no change","2006-08-21 00:00:00","2006-08-21 00:00:00","00:00:00",24,"Active              ","Active"
"c2006-07","MI28R000010","no change","no change","no change","no change","2006-08-21 00:00:00","2006-08-21 00:00:00","00:00:00",24,"Active              ","Active"
"c2006-09","MI28R000010","in","extended","no change","no change","2007-08-21 00:00:00","2006-08-21 00:00:00","365 days",12,"Active              ","Active"
"c2007-01","MI28R000010","no change","no change","no change","no change","2007-08-21 00:00:00","2007-08-21 00:00:00","00:00:00",12,"Active              ","Active"
"c2007-02","MI28R000010","no change","no change","no change","no change","2007-08-21 00:00:00","2007-08-21 00:00:00","00:00:00",12,"Active              ","Active"
"c2007-07","MI28R000010","no change","no change","no change","no change","2007-08-21 00:00:00","2007-08-21 00:00:00","00:00:00",12,"Active              ","Active"
"c2007-09","MI28R000010","out","no change","out","flag","2007-08-21 00:00:00","2007-08-21 00:00:00","00:00:00",12,"Expired             ","Active"
"c2007-12","MI28R000010","suspicious","extended","restored","flag","2012-08-21 00:00:00","2007-08-21 00:00:00","1827 days",5,"Active              ","Expired"
"c2008-03","MI28R000010","no change","no change","no change","no change","2012-08-21 00:00:00","2012-08-21 00:00:00","00:00:00",5,"Active              ","Active"
